PFKP,AK7,COLGALT2,MAN1A1,GALNT8,GALNT1,HS6ST2,INPP5B,OXCT1,BPNT1,ACSL6,GAB1,ADCY9,MSH2,CSNK2A2,ACIN1,TNPO3,ACSL4,RFC4,MLH1,MAP3K8,ERBB4,EFNA1,ADCY7,ADCY9,CNGB1,RAPGEF4,CHUK,ERC1,MTOR,MAPK14,PPIP5K2,GNAI3,ADCY9,CHRNB3,E2F3,CPEB2,FBXW11,PPP2CA,KRAS,ATG14,CKAP4,DMXL1,AGAP2,DYNC1I2,ATP6V1C2,COL1A1,CRTC2,AKT2,ADCY9,FOXO1,ALOX15,E2F3,ATP1A3,ADCY7,ADCY9,CTNNB1,NCSTN,LTBP1,EFNA1,PIK3CA,ADCY9,DLG2,COL4A4,COL6A1,NTNG1,CTNNB1,AMOTL1,ADCY7,FGFR2,F5,ADCY9,NEK7,ARHGEF12,EPOR,FCGR1A,IL12RB2,IKBKB,KRAS,PDPK1,DOCK1,AKT2,CTNND1,PRKAA2,PLCB1,GRIN2A,STX2,RPS6KA6,SLC32A1,GRIN3A,CHRM5,ALOX12B,SLC32A1,PLCB1,GRIA1,GABRA4,MAPK14,IQGAP2,MTOR,ADCY9,PLA2G4E,CYP1B1,MAPK14,ATF2,CREBBP,SHC4,CREB3L4,AKT2,ACSBG1,ADCY8,EP300,ADRB2,CREB3L4,COL1A1,CREB3L4,ADCY9,KRAS,PIK3CB,COL4A6,ADCY7,CREBBP,CTNNB1,PAX4,ATP1A4,ATP1B4,ADRB1,SLC26A7,ADCY9,ATP1A1,COL4A3,ADCY6,LPL,CSF1,PLCB1,LRRK2,GPSM1,GRIA1,SLC32A1,GABRA5,DNM1,NCKAP1,CRKL,WASF3,MAPK14,GNAL,SDC2,GNAI3,COL4A5,AKT2,AKT2,DDX58,CHUK,COL2A1,ADCY9,E2F3,ZNF257,TAB2,APOBEC3F,ADCY3,FCGR1A,EGFR,DNMT3A,ADCY8,APC,RAPGEF1,MTOR,CTNNA3,ARAF,EP300,CCND1,LEF1,IGF1,MMP9,MECOM,ARAF,COL4A6,EML4,EGF,ARID2,E2F1,HIF1A,EGF,ALK,ITGA1,DSP,ADCY9,ABCA1,IL1R1
PGM1,AK9,GCDH,MAN2A2,GCNT1,GALNT2,NDST3,INPPL1,HMGCLL1,CEPT1,HADHA,GAS6,MAPK14,MSH3,SPATA5,XPO7,SAMHD1,ACSBG1,RPA1,POLK,ATF2,AKT2,EFNA3,ADCY8,ADORA2A,CNGA1,ADCY5,ADCY9,TAB2,ANGPT1,S1PR1,IMPA1,GNAQ,PLA2G4E,CHRNB4,E2F5,MAPK14,MGRN1,RPTOR,NBR1,ATG2A,SEC63,DNASE2,AGAP1,DYNC1LI2,MTOR,COL1A2,AKT2,APAF1,ATF2,FOXO3,GCLC,E2F5,ATP1A4,ADCY8,PLA2G4E,CTNND2,HEY2,SMAD2,EFNA3,PIK3CB,PIK3R6,DLG3,COL4A5,COL6A2,SLITRK3,CTNND1,DLG1,ADCY8,FGFR4,F8,PLA2G4E,MAPK14,CD209,AKT2,FLT3,JAG2,ITK,NFATC1,PIK3CA,AKT2,TAB2,CYBB,PRKAB2,GNAI3,GRIN2B,RIMS1,RAPGEF1,MAPK14,PLA2G4E,CHRNA3,ALOX15,GABRR3,GNAI3,GRIA2,GABRA5,TRPV3,CHRM2,MKNK2,ADCYAP1R1,MAPK14,CYP19A1,AKT2,KRT25,CREB3L4,NFKB1,ALB,ESR1,ACSL6,ADCY9,AKT2,AKT2,CYP11B2,COL1A2,CYP11B1,ATF2,NRAS,PIK3CD,MAPK14,ADCY8,CRKL,AKT2,PAX6,ATP1B1,DNM3,ADRB2,PLCB1,CLCA1,ATP1A2,COL4A4,ADCY7,LRP1,CSNK1A1,PUM2,DNAH14,GNAI3,GRIA2,DRD1,GABRA6,DNM2,SEC24A,MAPK14,SNX18,WIPF2,GNAO1,SELP,GNAO1,COL4A6,FCGR1A,DDX58,EIF2AK1,ADCY9,COL4A1,ATF2,EP300,ZIM3,DDX58,AKT2,RALBP1,JMJD1C,EIF4B,DNMT3B,CHRNB2,ARAF,HGF,IKBKB,APC,KRAS,ERBB2,RET,POLK,IGF1R,MYC,ABL1,JUP,E2F1,HGF,EGFR,ELK1,E2F3,HK1,EGFR,MTOR,ITGA2,ITGA11,ADRB1,AKT2,ITGA2B
PGM2,ENPP4,SETD2,MAN2A1,GALNTL6,GALNT3,HS2ST1,ITPKB,ACSM5,CDS1,HSD17B4,HGF,JAG1,ATM,DKC1,NUP205,AFF4,ACSL6,,REV1,CRKL,MTOR,EFNA4,ADCY9,ADRA1A,ATF2,ADCY6,CCR5,DDX58,ANGPT2,EGF,INPP4A,CERS2,DGKK,GRIN3A,EP300,CPEB3,NEDD4L,ATG9A,MITF,ATG4B,TRAM1L1,ABCA2,AGAP3,PIKFYVE,RICTOR,COL2A1,FASN,XIAP,SESN3,SIRT1,SLC40A1,HIPK1,ATP1B1,ADCY9,ADORA2A,PRICKLE2,HES1,SMAD3,EFNA4,PIK3CD,JAG1,DLG4,COL4A6,COL6A3,NLGN1,EGFR,DLG2,ADCY9,ONECUT1,F9,COL1A1,TICAM1,IKBKB,FHL1,GP1BA,JAK1,KRAS,NFATC2,PIK3CB,FCGR1A,TAB3,PTK2B,PRKAG1,GNAO1,GRIN2D,UNC13A,IKBKB,GABRR3,DLG4,ADCY8,ALOX15B,GABRA1,GNAL,GRIA3,GABRA6,PLCB1,CHRM3,RAPGEF1,ATF2,EGFR,FSHR,CPEB3,CREB3L4,CTNNB1,NRAS,PLCB1,FOXO1,MTOR,PLA2G4E,FOXO1,GNAI3,AGT,COL3A1,AGT,CREB3L4,PIK3CA,PIK3R1,CYBB,ADCY9,MAPK14,ALDH1B1,SLC2A2,PDPK1,GNAQ,DMBT1,ATP1B4,CPB1,ATP1A3,COL4A5,ADCY8,LRP2,CSNK2A1,MTOR,MAPK14,GNAS,GRIA3,GABRR3,GABRB1,DOCK1,WASF3,DIAPH1,TUBA3E,TICAM1,GNAQ,TGFB2,LAMA1,LAMB4,PLA2R1,EIF2AK1,CSNK2A3,CCR5,COL4A2,CREBBP,AKT2,CHUK,SIN3A,PTK2B,ADCY5,FOXO1,ELK1,E2F1,CHRNB4,KRAS,HIF1A,ARAF,ILK,SHC4,ERG,RXRA,SUFU,ARAF,NRAS,IKBKB,KIT,E2F3,ARAF,ERBB2,AKT2,EGF,HK2,SLC44A5,EML4,ITGA2B,GJA1,DAG1,ATF6,ITGAV
SI,AK5,HADHA,MGAT2,GCNT4,GALNT8,,MTM1,ACSM3,ST3GAL6,ACADL,NRG1,E2F1,PDPK1,XRN2,XPO6,MAP1A,GK,,PMS2,MAPK14,ABL1,EGF,CNR1,ADRB1,ADORA3,CHRM2,CCR7,TAB3,MKNK2,EGFR,INPP5A,KNG1,PIK3R6,ADCYAP1R1,ABL1,FBXW11,PPIL2,ATG4C,NRAS,MTOR,HSPA4L,GGA2,AP2M1,FCGR1A,RPS6KA6,COL4A1,FOXO1,IKBKB,CREB3L4,MTOR,SLC11A2,AKT2,ATP2A1,ATF2,ADRA1A,DVL2,ATXN1L,SMAD4,EFNB1,PIK3R1,AGTR1,DVL2,COL6A1,COL9A1,NFASC,EP300,DLG3,ADRB1,HOXA1,F11,COL1A2,PYDC2,ITPR1,MTOR,GP5,JAK2,RHOA,NFATC3,PIK3CD,AMPH,ICAM1,GNAI3,RORA,GNAQ,GRM1,ATP6V0A2,IRAK1,RIMS1,SHANK2,CHRNB2,GABRB1,GABRA2,GNAO1,GRID2,HTR3E,GNAQ,CHRM4,GYS1,CREB3L4,EGR1,GNAS,RPS6KA6,EGFR,DCT,PIK3CA,ATP1B4,PLCB1,ACACB,PIK3R6,SIK2,GNAS,AGTR1,COL4A1,AGTR1,EGFR,PIK3CB,PIK3R2,DIAPH1,ATF2,CREB3L4,FASN,HNF1A,PIK3CA,GNAS,PLCB1,GNAI3,SLC26A3,ATP1A4,COL4A6,ADCY9,NPC1,CSNK2A2,ATXN10,CSF1,GRIA2,GRIA4,GABRA1,GABRB2,FN1,TUBA3E,DOCK1,AHNAK2,DOCK1,GNAS,TGFB3,HSPA2,PLCB1,ARHGEF12,TBK1,TBK1,ATF2,COL4A3,CREB3L4,ATG14,ZNF354B,TBK1,TAB2,ADCY6,FLI1,ERBB2,E2F3,ADCY9,RHOA,ARAF,JAK1,ARAF,NRAS,AKT2,RXRG,PTCH1,KRAS,MAPK1,ARAF,KRAS,AKT2,JAK3,AKT2,MTOR,EGFR,HK3,AKT2,CSNK2A3,ITGA3,LAMA1,DMD,TAB2,ITGB3
UGP2,AMPD1,ACAT1,MGAT3,GALNT7,B4GALT1,,OCRL,ALDH5A1,POMT1,ACADM,IGF1,E2F3,PIK3CA,WDR43,NUP210,MAP1B,GK2,,POLH,CSF1,GAB1,EGFR,ADORA2A,ADRB2,PIK3R6,ADCY7,CRKL,CSNK2A3,HIF1A,EP300,INPP5B,KRAS,DGKA,RXFP2,SMC1B,SMC1B,HERC4,ATG4D,RHOT1,ATG9B,SEC31A,GGA3,CLTC,PLA2R1,GRB10,COL4A2,FOXO3,IL3RA,AKT2,FOXA2,ACSL5,ETS1,ATP2A2,CREM,KCNU1,DVL3,RBPJ,SMAD5,EFNB2,PIK3R2,EGR1,DVL3,COL6A2,COL9A2,CADM1,ERBB2,ERBB2,DRD1,APC,F13A1,COL3A1,CYBB,ITPR2,GHR,ANPEP,JAK3,LCP2,NFKB1,PIK3R1,BIN1,IKBKB,ARHGAP35,RORB,GNAS,GRM5,ATP6V0D2,IRAK2,PLCB1,PLCB1,CHRNB4,GABRB2,GABRA3,GNAQ,GRM1,GRM1,GNAS,CHRM5,GYS2,KCNU1,ELK1,PLA2G4D,GNAI3,AKT2,DVL2,PIK3CB,GNAQ,MED13L,IKBKB,EEF2,PLCB1,INSR,PLCB1,COL4A2,NR0B1,EGR1,PIK3CD,PKM,AGT,CREB3L4,EP300,ALDH9A1,,PIK3CB,KLK1,ATP1B4,GNAQ,CLCA4,ATP1B1,COL5A1,ABCC2,NCEH1,CTNNB1,GNAQ,CSNK1A1,GRIN2A,GRIN2A,GABRA2,GABRB3,CD2AP,NLRP3,EGFR,NLRP3,AKT2,IKBKB,THBS1,XIAP,FN1,ATP6V0A2,APAF1,CD209,CRKL,COL4A4,DLG1,PIK3R5,ZNF816,PDIA3,FBXW11,FZD10,FLT1,ERBB3,EFNA1,ATF2,SMAD2,KRAS,KRAS,KRAS,POLK,ETV5,TCF7,BAK1,MET,RAF1,KRAS,MPO,LAMB4,KIF5A,ESR1,GAB1,ERBB2,IDH1,SLC44A1,HIF1A,ITGA4,CTNNA3,AGT,PLCB1,KDR
HKDC1,AMPD2,KMT2A,MGAT5,GALNT10,GXYLT1,,PLCE1,,PMVK,ACADVL,IGF1R,EGFR,PIK3CB,GTPBP4,NUP160,MLLT1,SLC27A6,,ATR,CSF1R,ABL2,EPHA2,CRKL,DRD1,ADRA1A,ADCY8,PIK3R6,BLNK,HK1,AKT2,INPPL1,RHOA,DGKB,CNR1,SMAD2,RPS6KA6,PRPF19,ULK2,AMBRA1,TBK1,ATF6,DMXL2,CCR5,ATP6V0A2,LAMTOR2,COL4A3,TBC1D1,ITPR1,FOXO1,HSPA2,STEAP3,MRAS,ATP2A3,MAPK14,AGT,EP300,JAG2,MYC,EFNB3,PLA2G4A,AKT2,WWC1,COL6A3,COL9A3,NEGR1,FER,NEDD4L,DRD2,ID1,F13B,MAPK14,GPRC6A,ITPR3,AOX1,IL1R1,MAF,NFATC1,NRAS,PIK3R2,PLA2G4D,JUNB,CTNNA3,RORC,GNG7,ARAF,ATP6V1C2,IRS1,SLC17A8,SLC17A8,ADCY9,GABRB3,GABRA4,GNAS,GUCY1A2,GRM4,PLA2G4D,IQGAP3,HK1,PLCB1,PTK2B,IGF1,SPDYE1,ESR1,DVL3,PIK3CD,GNAS,ATP1B4,IRS1,EGFR,SIRT1,IRS1,ATP1B4,COL4A3,PLCB1,FGFR1,PIK3R1,PRKCE,AGTR1,CTNNB1,AKT2,FOXO1,,PIK3CD,ATP1A1,GNAQ,GNAS,PLCB1,PIK3CA,COL5A2,CYP3A4,SORT1,CYBB,GRIA1,CSNK2A1,GRIN2B,GRIN2B,GABRA3,GABRE,GAB1,CHUK,AKT2,CHUK,PTK2B,IRAK1,THBS2,HSPA6,GNAL,ATP6V0D2,IKBKB,APAF1,MAPK14,COL4A5,E2F1,MTOR,ZNF543,BLNK,MTOR,ADCY7,FLT3,ERBB4,EFNA3,CREB3L4,SMAD3,ARNT,SMAD2,MLH1,PDGFB,FGFR1,TCF7L2,HHIP,MITF,RB1,SHC4,MYC,FN1,KIF5B,FGF5,BRD7,AKT2,KIT,MTOR,IKBKB,ITGA5,ITGA6,ITGA11,POU2F3,RHOA
,AMPD3,PLOD2,DPM3,GALNT11,POMT2,,PIK3C2A,,FUT9,ACAT1,IL6R,ERBB2,PIK3CD,GNL3,NUP188,MLLT3,HMGCS2,,FANCI,EFNA1,NRG1,ELK1,MAPK14,DRD5,CREB3L4,ADCY9,DOCK2,XIAP,HK2,FOXG1,ITPKB,MAP3K5,DGKG,ADORA2A,SMAD3,SPDYE1,UBE2K,,MFN1,NRBF2,GANAB,WDR7,WIPF2,ATP6V0D2,IGF1,COL4A4,SIRT1,ITPR2,FOXO3,HSPA6,SAT1,FOXM1,CACNA2D3,PIK3R6,AGTR1,GPC4,NOTCH1,NEO1,EPHA2,PLCG1,MRAS,FBXW11,COL9A1,COL6A6,SLITRK5,FGFR1,ARHGEF18,LPAR1,IGF1,FGA,PIK3R6,NLRP1,KRAS,IL2RG,IL3RA,NFATC1,NFATC2,PIK3CA,PLA2G4A,GSN,MAP3K5,ICAM1,CUL1,GRIA1,ITPR1,SLC17A8,KRAS,GABRA1,GLS,PIK3R6,GNAI3,GABRA5,GNG7,IGF1,TRPM5,HRH1,CRKL,HK2,ATP1B4,PLCB1,IGF1R,HSP90AB1,FKBP5,EDNRB,PIK3R1,GSR,MTOR,JAK2,ELK1,GNAQ,LIPE,PRKD3,COL4A4,GNAQ,PLCB1,PIK3R2,PRKCZ,EGR1,CYP11B1,PLCB1,FOXO3,,PIK3R1,ATP1A2,GNAS,MYLK4,ATP1B4,PIK3CB,COL6A1,CYP7A1,ABCG5,DVL2,GRIA2,CSNK2A2,GRIN2D,GRIN2D,GABRA4,GABRG1,DNM3,MAPK14,ATG14,ARL8A,TAB2,KNG1,THBS3,HSPA8,GNAQ,CD209,EIF3E,HSPA2,CREB3L4,COL4A6,E2F3,GNG7,ZNF813,APAF1,SAMHD1,ADCY8,FUS,AKT2,EFNA4,ADRB1,SMAD4,MET,SMAD3,MYC,PDGFRA,FGFR2,TP53,BMP2,NRAS,CCND1,SMAD3,NFKB1,LAMA1,KRAS,FGFR1,HGF,FGF5,KRAS,PLA2G4D,JAK1,ITGA7,ITGA1,GNAS,NOX1,MEF2C
,GUCY1A2,DHTKD1,RPN2,ST3GAL1,GALNTL6,,PIK3C2B,,ADCY1,ACOX1,ARAF,AKT2,PIK3R1,CSNK2A3,TNPO3,MX2,ACADL,,WDR48,EFNA3,ARAF,AKT2,CSF1,AGTR1,ADRA2A,GRIN3A,AKT2,ICAM1,HK3,FOXO1,ITPR1,ASAH1,DGKH,ADORA3,SMAD4,FBXO43,XIAP,,MAPK9,PIK3R4,SEC31B,AP4E1,AP2A1,ATP6V1C2,IGF1R,COL4A5,MTOR,ITPR3,SIRT1,HSPA8,SLC3A2,FOXO1,CACNG7,ADRA1A,EDNRA,DAAM1,NOTCH2,PITX2,EPHA3,PLCG2,PLCB1,CRB1,COL9A2,FREM1,GLG1,FYN,TJP3,EGF,IGF1R,FGG,AKT2,TAB2,RHOA,IL3RA,IL4R,NFATC2,NFATC3,PIK3CB,PLCG1,HCK,MMP3,ITGA4,BHLHE40,GRIA2,ITPR2,DNM3,RHOA,GABRA2,GLUL,CREB3L4,GNAO1,GABRA6,GRIA1,IGF1R,HTR1A,HTR2A,DIAPH1,HK3,KCNMB3,GNAQ,INSR,IGF1,PLCB1,EP300,PIK3R2,HSPA5,SIN3A,LEPR,PLCB1,GNAS,NPY1R,PRKD2,COL4A5,GNAS,GATA3,PLCB2,MAPK1,AKT2,AGT,MTOR,TAB2,,PIK3R2,ATP1A3,AMY2A,ITPR1,GNAQ,PIK3CD,COL6A2,SLC51A,ABCG8,DVL3,GRIA3,DNAH2,GRM2,MAOA,GABRA5,GABRG2,CTNNA3,WIPF2,FNBP1,MAPK14,FN1,SMAD2,THBS4,IKBKB,GNAS,APAF1,ARAF,HSPA6,CTNNB1,COL6A1,EGR1,ANGPT2,ZNF441,HES1,GNAI3,CHUK,FUT8,ESR1,EGFR,ADRB2,MLH1,NRAS,SMAD4,NRAS,PDGFRB,FOXO1,TPM3,BMP4,POLK,THBS1,SMAD4,NRAS,APAF1,MET,FLT4,APC,FGFR2,MET,HIF1A,JAK2,ITGA9,ITGA2,LAMA1,TBK1,MAP3K5
,GUCY2C,ASH1L,ST6GAL1,GALNT14,GALNT7,,PIK3C2G,,UGT2B11,ACSL5,JAK1,ESR1,PIK3R2,DROSHA,NUP62,FURIN,ACADM,,FANCM,EFNA4,KRAS,ETS1,CSF1R,EDNRA,ADRA2B,ADCYAP1R1,PTK2B,IKBKB,IGF1,FOXO3,ITPR2,NFKB1,DNM1,ADRA1A,MCM2,IGF1,MAP3K1,,MAPK10,HIF1A,AMFR,ABCB9,DAB2,SEC61A1,IKBKB,COL4A6,GYS1,KRAS,MTOR,IGF1,TF,FOXO3,RYR2,CREB3L4,PLCB1,PLCB1,NOTCH3,PPP2CA,EPHA4,PPP3CA,PIK3R5,LATS2,COL9A3,DAG1,ICAM1,CSNK2A3,HCLS1,EGFR,IL6ST,SERPIND1,F2,PLCB1,NFATC1,IL4R,IL5RA,NFATC3,NFKB1,PIK3CD,PLCG2,INPPL1,MMP9,ITGAL,PER3,GRIA3,ITPR3,UNC13C,SHC4,GABRA3,GNAI3,AKT2,GNAQ,GABRB1,GRIA2,ARAF,HTR1E,HTR2C,DIAPH2,ACACB,GLP1R,GNAS,LDLR,IGF1R,GNAI3,PLCB1,SHC3,ITPR1,HIF1A,NFKB1,PIK3R5,GYS1,PDE3B,GNAQ,COL4A6,ITPR1,GNA12,PLCB3,MAPK9,FOXO1,AGTR1,GHR,LPIN1,,PRKCA,ATP1A4,AMY2B,ITPR2,GNAS,PIK3R1,COL6A3,ATP1B4,SOAT1,AKT2,GRIN2A,CTNNB1,GRM3,MAOB,GABRA6,GABRG3,HCLS1,NLRP4,FOXO1,CSE1L,ARHGEF12,NFKB1,TLR2,IRAK1,LAMA1,HSPA9,JAK1,HSPA8,E2F1,COL6A2,EGR2,TBK1,ZNF440,ICAM1,GNAO1,ADCY9,SIN3A,FGFR1,EP300,CYP1B1,MSH2,PAK1,NFKB1,LEF1,PIK3CA,MTOR,TPR,TCF7,PDGFB,TP53,MYC,LEF1,XIAP,NRAS,HEY2,IGF1R,MTOR,MYC,KRAS,KRAS,ITGAV,ITGA2B,IGF1,APAF1,MMP2
,GUCY2F,KMT2E,MOGS,GALNT4,GALNT10,,PIK3C3,,AHCYL1,ELOVL2,JAK2,MTOR,ATP7A,GNL2,AHCTF1,NELFCD,ILK,,REV3L,EGF,SHC4,ETS2,CTNNB1,EDNRB,ADRB1,CNGB1,FOXO3,IL1R1,IGF1R,SIRT1,ITPR3,NOS3,DNM2,ADRA2A,MCM3,IGF1R,MID1,,RELA,HMGB1,EIF2AK1,ATP6V0A2,AP2B1,CD209,INSR,COL6A1,GYS2,LMNA,APPL1,IGF1R,TFRC,FBXW11,SLC8A1,ADRB1,ARHGEF12,FBXW11,APH1A,PPP2R1A,EPHA5,PPP3CB,MTOR,GLI2,COL6A6,DSPP,ICAM3,CTNNA3,HSPA4,PLCB1,INHBA,CFH,FGA,TAB3,NFATC2,IL5RA,IL6R,NFKB1,NRAS,PIK3R1,PRKCA,LIMK1,MMP14,ITGAM,PER2,GRIA4,KRAS,ATP6V0A4,MAP3K1,GABRA4,GNAO1,PLCB1,GNAS,GABRB2,GRIA3,ITPR1,HTR1F,IGF1,DOCK1,IKBKB,PCLO,PLA2G4D,LHCGR,ARAF,GNAO1,GNAI3,MAPK1,ITPR2,ITGAV,PCK1,GNAI3,GYS2,PIK3CA,GNAS,ATF2,ITPR2,GNAI3,PLCB4,MAPK10,PLCB1,DVL2,GHSR,SIRT1,,PRKCB,ATP1B1,GUCY1A2,ITPR3,AMY2A,PIK3R2,COL7A1,GNAS,VDAC3,SLC39A12,GRIN2B,CYBB,MAOA,PPP1CB,GABRB1,GRIA1,ILK,LPAR1,FOXO3,CTNNB1,RPS6KA6,NOS2,TLR4,ITGA6,IL1R1,HSPD1,KRAS,IKBKB,E2F3,COL6A3,CRTC2,HCK,ZNF573,RBPJ,GNAQ,RASGRP4,GRIA3,MRAS,ERBB2,CYP2B6,MSH3,PAK2,POLK,POLK,PIK3CB,HSP90AB1,PAX8,TCF7L2,PDGFRA,VEGFA,NFKB1,PIK3CA,IKBKB,POLK,MTOR,ARAF,GAB1,NRAS,NRAS,MAP3K3,ITGB1,ITGA3,ITGA6,HSPA2,MMP9
,RRM2B,PRDM9,ALG8,,POGLUT1,,PIK3CA,,ADCY2,OXSM,KDR,GNAS,ATP7B,NVL,UPF2,MAP1S,SLC27A1,,RPA1,EGFR,MYC,FGF5,CTNND1,EGF,ADRB2,CNGA1,PLCB1,IRAK1,IL6R,SGK3,MTM1,NRAS,AGT,ADRA2B,MCM4,AR,TRIM37,,BCL2L1,IGBP1,PDIA3,HYAL4,DNM1,ITGA2,IRS1,COL6A2,HMGCR,MCL1,IGF1,INSR,TP53,SIRT1,SLC8A3,ADRB2,KCNMB3,DAAM2,MAML3,PPP2R1B,EPHA7,PPP3CC,GNAI3,CRB2,CRKL,LAMB4,ITGA6,IGF1R,ITGB1,GJA1,ISL1,CFI,FGG,GBP1,NFATC3,IL6R,IL7R,NOTCH1,PAK1,PIK3R2,MAPK1,LIMK2,NFKB1,ITGB1,BTRC,GRIN2A,NRAS,ATP6V1H,MAP3K3,GABRA5,GNAQ,PIK3R5,GNG7,GABRB3,GRIA4,ITPR2,HTR3A,IL1R1,LPAR1,INPP5A,GNAQ,ITPR1,PLA2G4A,KRAS,GNAQ,GNAO1,MAPK9,ITPR3,ITGB3,PRKAG2,GNAO1,ACACB,PIK3CB,ITPR1,MAPK14,ITPR3,GNAQ,PRKCA,SLC2A2,FN1,DVL3,GNAI3,TAB3,,PRKCG,ATP2B1,ITPR1,KCNJ2,AMY2B,PLCB2,COL8A1,SLCO1B3,SOAT2,ATG14,GRIN2D,DCTN1,MAOB,PPP3CA,GABRB2,GRIA2,ITGA5,F2,TAB2,DCTN1,GNAQ,SERPINE1,VCAM1,ITGB1,ITGAM,IRAK1,LDLR,IL2RG,EGFR,COL9A1,ELK1,HIF1A,ZNF792,IKBKB,GNG7,COL4A1,HOXA9,FLNA,ERBB3,CYP3A4,MYC,PAK3,PIK3CA,PDPK1,PIK3CD,IGF1,CCDC6,TP53,PDGFRB,RPS6KA5,NRAS,PIK3CB,ITGA6,PDPK1,APC,KRAS,CTNNA3,NTRK1,PCYT1A,NFATC1,ITGB3,ITGA4,ITGA1,HSPA4,ASS1
,PDE11A,KMT2C,ALG13,,GALNT11,,PIK3CB,,ALDH1L1,ELOVL5,KRAS,IGF1,POLH,NOP58,TNPO2,RANBP2,LPL,,BLM,EPHA2,NRAS,FGFR1,DRD2,EGFR,KCNU1,CNGA2,PIK3R5,LBP,INSR,GRM1,OCRL,PDPK1,AGTR1,ADRB1,MCM5,ITPR1,NEDD4,,TBC1D15,IGF1R,SEC61A1,ATP6V0D2,DNM2,ITGA5,KRAS,COL6A3,HNF4A,MAP3K5,IGF1R,IRS1,VDAC3,MTOR,SLC9A1,AGT,GNA12,INVS,ATXN1,MAPK1,EPHA8,PRKCA,GNAQ,CTNNA3,CTNNB1,ITGA11,ITGA4,INSR,RHOA,GNAI3,JAK1,ITGAM,PLCB1,GBP2,NFKB1,IL6ST,IL9R,NOTCH2,PAK2,PLCG2,MAPK9,MYO10,PIK3CA,ITGB2,CLOCK,GRIN2B,PLCB2,ATP6V1A,MAP3K5,GABRA6,GNAS,FYN,PLA2G4D,GABRE,GRIN2A,ITPR3,PKD1L3,IL1RAP,EGF,INPPL1,GNAS,ITPR2,PRKACB,PDE3B,GNAS,GNAQ,MAPK10,LRP2,KRAS,ACSL5,GNAQ,ITPR1,PIK3CD,ITPR2,CREB3L4,KCNA4,GNAS,PRKCB,ABCC8,NOX1,E2F1,GNAQ,TBK1,,MAPK1,ATP2B2,ITPR2,KCNJ16,ITPR1,PLCB3,COL9A1,HMGCR,VAPA,ATF6,GRM1,DLG4,NFKB1,PPP3CB,GABRB3,GRIA3,ITGB1,TAB2,PLCB1,DYNC1H1,TBK1,PIK3CA,CD36,JAK1,ITGB2,IRAK2,EIF2AK4,IRAK1,ELK1,COL9A2,EP300,ICAM1,ZNF786,IRAK1,TBK1,COL4A2,HOXA11,FLNB,EZH2,JAG1,NRAS,PDGFB,PIK3CB,PIK3CA,PIK3R1,IGF1R,NCOA4,WNT5A,PIK3CA,,POLK,PIK3CD,ITGA2,PIK3CA,HES1,SHC4,HGF,NTRK3,PDGFB,NFATC2,ITGB4,ITGA5,ITGA2,HSPA5,NCF2
,PDE1A,PRDM16,TUSC3,,ST6GAL1,,PIK3CD,,PDE10A,SCD,SHC4,IGF1R,MAPK1,XRN1,KPNA1,BICD1,ME1,,BRCA1,ELK1,PAK1,FGFR2,LPAR1,ERBB2,AGTR1,CNGA3,GNAI3,ATM,ARNT,IGF1,PLCE1,PIK3CA,LPAR1,ADRB2,MCM7,ITPR2,UBR5,,BNIP3L,IRS1,UBQLN2,GAA,EGFR,ITGAM,RHOA,COL9A1,ACACB,ATM,INSR,KRAS,NCOA4,LIN9,TNNT2,AGTR1,GNAQ,CSNK2A3,ADAM17,RGMA,EPHB1,PRKCB,GNG7,APC,DIAPH1,SV2C,ITGA9,RHOA,MAP3K1,GNAQ,JAK2,ITGAX,ARHGEF12,TBK1,NFKB2,IL7R,ITGA6,NOTCH3,PAK3,PPP3CA,MAPK10,PAK1,PIK3CB,ITK,,GRIN2D,PLCB3,ATP6V1B1,NFKB1,GABRB1,GNG7,GNAI3,HTR3E,GABRG1,GRIN2B,KRAS,ITPR3,ITPR1,EGFR,INSR,ITPR3,ITPR3,PTGS2,ANAPC5,GRM1,GNAS,PRLR,ATP1A1,MYC,PPARA,GNAS,ITPR2,PIK3R1,ITPR3,EDNRB,KCNK2,ARAF,PRKCG,CACNA1A,ICAM1,E2F3,GNAS,TRA2A,,SCNN1G,ATP2B3,ITPR3,KCNK2,ITPR2,PLCB4,COL9A2,LDLR,CD36,ATG2A,NRBF2,DNAH5,PRKACB,PPP3CC,GABRE,GRIA4,RHOA,ARHGEF12,FBXW11,DYNC1I1,IKBKB,PIK3CB,,JAK2,LAMA2,ITGAM,MX2,JAK1,AKT2,COL9A3,AKT2,IKBKB,ZFP28,ITGAL,PDIA3,COL4A3,HPGD,FLNC,DICER1,E2F1,LEF1,PIK3CA,PIK3CD,PIK3CB,PIK3R2,IKBKB,,WNT2B,PIK3CB,,PIK3CA,PIK3R1,ITGA2B,PIK3CB,IGF1,LRP5,APC,PDGFRA,PDGFRA,NFATC3,ITGB5,ITGA7,ITGA2B,HSPA6,NFE2L2
